,FIRE_NAME,ALARM_DATE,CONT_DATE,CAUSE,C_METHOD,GIS_ACRES,COMPLEX_NAME,Shape__Area,Shape__Length
6855,PARADISE 2,2003-09-27 00:00:00+00:00,2003/12/15 00:00:00+00,1.0,7.0,1297.062,,8136340.64453125,14931.1690169269
6856,SPANISH,2003-09-27 00:00:00+00:00,2003/09/28 00:00:00+00,4.0,1.0,6049.687,,41330463.1015625,31767.3732848527
6857,GORMAN,2003-09-27 00:00:00+00:00,2003/09/27 00:00:00+00,16.0,6.0,175.1584,,1053417.1953125,6074.02341145634
6858,CINDER,2003-09-25 00:00:00+00:00,2003/10/03 00:00:00+00,9.0,8.0,79.2459,,554328.3515625,4383.70566463446
6859,SUGAR,2003-09-24 00:00:00+00:00,2003/09/26 00:00:00+00,7.0,8.0,17.13098,,121867.38671875,1549.0634349682
6860,HIGHOAK,2003-09-24 00:00:00+00:00,2003/09/24 00:00:00+00,14.0,1.0,23.79488,,150082.4375,2781.56894693427
6861,PINES,2003-09-24 00:00:00+00:00,2003/09/25 00:00:00+00,7.0,1.0,38.79679,,260452.40625,2196.75939290545
6862,MOUSE TWO,2003-09-22 00:00:00+00:00,2003/09/23 00:00:00+00,1.0,2.0,246.5859,,1661284.90625,8398.3770469556
6863,DEL,2003-09-21 00:00:00+00:00,2003/09/21 00:00:00+00,2.0,8.0,27.97444,,167631.765625,1648.01859264836
6864,MICHAELS,2003-09-15 00:00:00+00:00,2003/09/18 00:00:00+00,14.0,8.0,388.8308,,2403578.109375,7939.63481864058
6865,LOMA,2003-09-14 00:00:00+00:00,2003/09/22 00:00:00+00,9.0,8.0,3739.199,,26423364.8671875,31149.8667749313
6866,PALERMO,2003-09-13 00:00:00+00:00,2003/09/14 00:00:00+00,9.0,2.0,298.7748,,2023889.30078125,6696.2702428964
6867,OREGON,2003-09-10 00:00:00+00:00,2003/09/11 00:00:00+00,6.0,2.0,163.4828,,1114232.23828125,4687.84388697853
6868,INDIAN SPRINGS,2003-09-09 00:00:00+00:00,2003/09/09 00:00:00+00,2.0,7.0,67.17598,,422486.35546875,3757.75511245495
6869,DIANE,2003-09-07 00:00:00+00:00,2003/09/12 00:00:00+00,7.0,2.0,220.6193,,1539362.140625,8502.7259488274
6870,THIMBLEBERRY,2003-09-05 00:00:00+00:00,2003/09/06 00:00:00+00,1.0,8.0,29.57423,,212375.58203125,2174.75409271071
6871,BRIDGE,2003-09-05 00:00:00+00:00,2003/09/14 00:00:00+00,9.0,8.0,1157.075,,6858345.27734375,18519.0242805338
6872,TIMBER,2003-09-05 00:00:00+00:00,2003/09/09 00:00:00+00,1.0,8.0,313.6276,,2268468.89453125,8647.5058237304
6873,GREEN,2003-09-05 00:00:00+00:00,2003/09/08 00:00:00+00,1.0,8.0,13.50682,,96054.26953125,1434.34230992132
6874,HMRS NOS2,2003-09-05 00:00:00+00:00,2003/11/17 00:00:00+00,1.0,6.0,205.2301,,1283602.6171875,6668.39629862638
6875,ROCK,2003-09-05 00:00:00+00:00,2003/09/07 00:00:00+00,1.0,2.0,19.13757,,140287.4609375,2274.37251036877
6876,YELLOW,2003-09-05 00:00:00+00:00,2003/09/07 00:00:00+00,1.0,8.0,554.8458,,4038443.921875,11838.442787058
6877,CHINA #1,2003-09-05 00:00:00+00:00,2003/09/05 00:00:00+00,1.0,8.0,14.6062,,102405.69921875,2033.32537854715
6878,HONEYDEW,2003-09-04 00:00:00+00:00,2003/10/07 00:00:00+00,1.0,2.0,11794.33,,81805515.78125,48519.6366025218
6879,JOHNSON,2003-09-04 00:00:00+00:00,2003/09/05 00:00:00+00,10.0,8.0,5.019665,,36029.6484375,763.408995031301
6880,RAY,2003-09-04 00:00:00+00:00,2003/09/30 00:00:00+00,1.0,8.0,202.7475,,1428030.34765625,6993.19767352264
6881,BUCKEYE,2003-09-04 00:00:00+00:00,2003/09/20 00:00:00+00,1.0,2.0,30.9279,,194143.109375,1900.51957428504
6882,OLANCHA,2003-09-04 00:00:00+00:00,2003/09/15 00:00:00+00,1.0,2.0,271.6833,,1696434.41015625,6465.17870052612
6883,TECTAH,2003-09-04 00:00:00+00:00,2003/09/06 00:00:00+00,1.0,2.0,96.65542,,694460.38671875,3990.36209051679
6884,MARSHAL,2003-09-04 00:00:00+00:00,2003/09/04 00:00:00+00,10.0,1.0,126.8676,,847343.67578125,4945.95906040235
6885,SNOWSTORM,2003-09-04 00:00:00+00:00,2003/09/04 00:00:00+00,1.0,8.0,24.16784,,169893.53125,2821.80663106294
6886,HAPPY CAMP,2003-09-03 00:00:00+00:00,2003/09/15 00:00:00+00,1.0,2.0,1482.127,GRINDSTONE COMPLEX,10097265.546875,19684.1400610438
6887,HORSE (HULL),2003-09-03 00:00:00+00:00,2003/09/09 00:00:00+00,1.0,2.0,102.3731,GRINDSTONE COMPLEX,697060.33984375,4275.39908411402
6888,FELKNER,2003-09-03 00:00:00+00:00,2003/09/07 00:00:00+00,1.0,2.0,516.473,GRINDSTONE COMPLEX,3516654.3671875,11122.8707478626
6889,DEAFY,2003-09-03 00:00:00+00:00,2003/09/12 00:00:00+00,1.0,2.0,4782.021,GRINDSTONE COMPLEX,32548617.1289062,32766.9146134369
6890,RED ROCK,2003-09-03 00:00:00+00:00,2003/09/06 00:00:00+00,1.0,2.0,33.11336,GRINDSTONE COMPLEX,225801.65234375,2187.57496129077
6891,LOGAN (LEE LOGAN),2003-09-03 00:00:00+00:00,2003/09/10 00:00:00+00,1.0,2.0,200.2145,GRINDSTONE COMPLEX,1366948.66015625,5005.74297126792
6892,BEAR,2003-09-03 00:00:00+00:00,2003/09/09 00:00:00+00,1.0,2.0,403.3303,GRINDSTONE COMPLEX,2751250.33203125,8864.41135713373
6893,SMOKEHOUSE,2003-09-03 00:00:00+00:00,2003/09/06 00:00:00+00,1.0,2.0,21.05291,GRINDSTONE COMPLEX,143231.41796875,2045.32556063852
6894,DOE #2,2003-09-03 00:00:00+00:00,2003/09/08 00:00:00+00,1.0,2.0,6.044219,GRINDSTONE COMPLEX,41621.16015625,963.595862624624
6895,DOE #1,2003-09-03 00:00:00+00:00,2003/09/03 00:00:00+00,1.0,2.0,0.03367797,GRINDSTONE COMPLEX,231.81640625,69.4438722629169
6896,WEST CROCKETT,2003-09-03 00:00:00+00:00,2003/09/09 00:00:00+00,1.0,2.0,131.5727,GRINDSTONE COMPLEX,893565.65234375,4380.2956410787
6897,CROCKETT 2,2003-09-03 00:00:00+00:00,2003/09/06 00:00:00+00,1.0,2.0,32.66311,GRINDSTONE COMPLEX,221759.35546875,2096.31506372826
6898,STREETER,2003-09-03 00:00:00+00:00,2003/09/04 00:00:00+00,1.0,2.0,0.5584593,GRINDSTONE COMPLEX,3778.69140625,288.571124715061
6899,YOUNG,2003-09-03 00:00:00+00:00,2003/09/04 00:00:00+00,1.0,2.0,0.04278698,GRINDSTONE COMPLEX,289.1484375,67.7318222234723
6900,STARR LAKE,2003-09-03 00:00:00+00:00,2003/11/07 00:00:00+00,1.0,6.0,142.5522,,923504.38671875,5650.75904589164
6901,CANOE,2003-09-03 00:00:00+00:00,2003/10/06 00:00:00+00,1.0,7.0,11043.56,,76868006.625,43306.6621723603
6902,EAST FORK,2003-09-03 00:00:00+00:00,2003/11/12 00:00:00+00,1.0,7.0,24.76123,,155301.8515625,2125.46898966203
6903,COFFEEPOT2,2003-09-03 00:00:00+00:00,2003/09/20 00:00:00+00,1.0,1.0,79.95559,,500431.234375,3886.78829340071
6904,BUCK RIDGE,2003-09-03 00:00:00+00:00,2003/09/07 00:00:00+00,1.0,1.0,13.43308,GRINDSTONE COMPLEX,91763.3203125,1116.74150577957
6905,ERICSON,2003-09-03 00:00:00+00:00,2003/09/05 00:00:00+00,1.0,2.0,1.688774,GRINDSTONE COMPLEX,11477.515625,411.933055209798
6906,ANDERSON,2003-09-03 00:00:00+00:00,2003/09/03 00:00:00+00,1.0,6.0,290.6202,GRINDSTONE COMPLEX,1976870.19140625,7961.78243890378
6907,BUCKHORN #2,2003-09-03 00:00:00+00:00,2003/09/04 00:00:00+00,1.0,6.0,0.03343417,GRINDSTONE COMPLEX,228.48046875,90.9911515665964
6908,MANZANITA SPRINGS,2003-09-03 00:00:00+00:00,2003/09/07 00:00:00+00,1.0,2.0,37.86018,GRINDSTONE COMPLEX,259172.125,2265.83372724013
6909,BROCK,2003-09-03 00:00:00+00:00,2003/09/08 00:00:00+00,1.0,2.0,42.08467,GRINDSTONE COMPLEX,288423.328125,2419.08748206146
6910,MARE,2003-09-03 00:00:00+00:00,2003/09/05 00:00:00+00,1.0,2.0,2.241319,GRINDSTONE COMPLEX,15396.9765625,447.91547158533
6911,BOWMAN,2003-09-03 00:00:00+00:00,2003/09/09 00:00:00+00,1.0,2.0,213.1618,GRINDSTONE COMPLEX,1455294.0078125,5520.14676778662
6912,4-2,2003-09-03 00:00:00+00:00,2003/09/05 00:00:00+00,2.0,8.0,304.0031,,2062430.25,7711.49171617727
6913,MCGEE,2003-09-03 00:00:00+00:00,2003/09/03 00:00:00+00,1.0,2.0,8.035213,,51900.2421875,1191.68416925424
6914,ICE,2003-09-03 00:00:00+00:00,2003/09/06 00:00:00+00,1.0,2.0,139.8961,GRINDSTONE COMPLEX,957951.08984375,4586.09153405431
6915,TALIAFERRO,2003-09-03 00:00:00+00:00,2003/09/19 00:00:00+00,1.0,2.0,241.7343,GRINDSTONE COMPLEX,1664927.15625,6968.42714093885
6916,HARDIN,2003-09-03 00:00:00+00:00,2003/09/09 00:00:00+00,1.0,2.0,123.2896,GRINDSTONE COMPLEX,844454.0859375,4632.38586258221
6917,WALKER CABIN,2003-09-03 00:00:00+00:00,2003/09/09 00:00:00+00,1.0,2.0,75.27887,GRINDSTONE COMPLEX,515443.08203125,3725.57288176218
6918,CONKLIN,2003-09-03 00:00:00+00:00,2003/09/03 00:00:00+00,1.0,6.0,4.24912,GRINDSTONE COMPLEX,29169.1171875,740.269563966203
6919,HAVALON,2003-09-03 00:00:00+00:00,2003/09/07 00:00:00+00,1.0,6.0,7.761516,GRINDSTONE COMPLEX,53284.9375,939.28781921008
6920,ESTELL CREEK,2003-09-03 00:00:00+00:00,2003/09/12 00:00:00+00,1.0,2.0,221.5509,GRINDSTONE COMPLEX,1512267.125,6843.14925434223
6921,SHEEP RIDGE,2003-09-03 00:00:00+00:00,2003/09/09 00:00:00+00,1.0,2.0,11.37663,GRINDSTONE COMPLEX,77628.26171875,1278.98148470498
6922,WHITES,2003-09-03 00:00:00+00:00,2003/09/08 00:00:00+00,1.0,6.0,131.598,,943662.0859375,4193.34087477547
6923,BOARDMAN,2003-09-03 00:00:00+00:00,2003/09/08 00:00:00+00,1.0,2.0,511.3503,GRINDSTONE COMPLEX,3479693.2265625,10813.4821536383
6924,CEDAR 3,2003-09-03 00:00:00+00:00,2003/09/04 00:00:00+00,1.0,6.0,1.146085,GRINDSTONE COMPLEX,7820.2109375,361.380084138194
6925,"""10""",2003-09-03 00:00:00+00:00,2003/09/10 00:00:00+00,1.0,2.0,212.8838,,1475484.33203125,5834.45608807695
6926,LIGHTNING #13,2003-09-03 00:00:00+00:00,2003/09/05 00:00:00+00,1.0,1.0,10.33334,,70093.24609375,1136.1290496895
6927,MIDDLE,2003-09-03 00:00:00+00:00,2003/09/08 00:00:00+00,1.0,2.0,11.33622,GRINDSTONE COMPLEX,77335.08203125,1007.80705966032
6928,SITES,2003-09-03 00:00:00+00:00,2003/09/04 00:00:00+00,1.0,2.0,389.7805,,2631456.80078125,9480.99542901468
6929,BRUSHY,2003-09-03 00:00:00+00:00,2003/09/03 00:00:00+00,1.0,1.0,198.6972,,1330299.921875,6850.91423233999
6930,40 FIRE,2003-09-03 00:00:00+00:00,2003/09/03 00:00:00+00,7.0,2.0,1057.115,,7076608.6484375,15264.4630703153
6931,HOOKER,2003-09-03 00:00:00+00:00,2003/11/25 00:00:00+00,1.0,6.0,2375.668,,14761410.4453125,28997.4959476226
6932,LIGHTNING #81,2003-09-03 00:00:00+00:00,2003/09/03 00:00:00+00,1.0,1.0,22.03114,,148442.23046875,1567.40850871644
6933,ALBANITA,2003-09-03 00:00:00+00:00,2003/11/25 00:00:00+00,1.0,6.0,2222.646,,13814303.7265625,30618.4266322604
6934,LIGHTNING #64,2003-09-03 00:00:00+00:00,2003/09/04 00:00:00+00,1.0,1.0,112.8616,,760262.36328125,3483.37301581159
6935,SNAKE/CARGYLE2,2003-09-03 00:00:00+00:00,2003/11/20 00:00:00+00,1.0,8.0,825.676,,5329052.4375,13380.333916758
6936,IRON CANYON,2003-09-03 00:00:00+00:00,2003/09/03 00:00:00+00,14.0,8.0,18.84302,,131059.265625,1654.32201047671
6937,GARRETT,2003-09-03 00:00:00+00:00,2003/09/04 00:00:00+00,1.0,2.0,0.1756178,GRINDSTONE COMPLEX,1189.34765625,154.60873847919
6938,DOE #3,2003-09-03 00:00:00+00:00,2003/09/06 00:00:00+00,1.0,2.0,3.318981,GRINDSTONE COMPLEX,22858.16796875,1103.15508337735
6939,TRIPLETT 2,2003-09-03 00:00:00+00:00,2003/09/04 00:00:00+00,1.0,6.0,2.658751,GRINDSTONE COMPLEX,18092.42578125,841.020825075566
6940,TRIPLETT,2003-09-03 00:00:00+00:00,2003/09/03 00:00:00+00,1.0,6.0,1.594769,GRINDSTONE COMPLEX,10852.73046875,452.15341146689
6941,GRAVELLY,2003-09-03 00:00:00+00:00,2003/09/04 00:00:00+00,1.0,8.0,0.1165791,GRINDSTONE COMPLEX,792.33984375,99.7977512207901
6942,DEXTER,2003-09-02 00:00:00+00:00,2003/10/13 00:00:00+00,1.0,2.0,2459.745,,15979012.0859375,27134.1939286141
6943,SAGE,2003-09-02 00:00:00+00:00,2003/09/02 00:00:00+00,11.0,6.0,21.87809,,130702.5859375,2199.14989731196
6944,GARDEN,2003-09-01 00:00:00+00:00,2003/09/01 00:00:00+00,1.0,6.0,60.7241,,407788.73828125,2947.35086260234
6945,DEL LAGO,2003-09-01 00:00:00+00:00,2003/09/01 00:00:00+00,9.0,8.0,12.48529,,74825.1640625,1044.14064613752
6946,TUOLUMNE WF,2003-08-31 00:00:00+00:00,2003/11/07 00:00:00+00,1.0,7.0,1762.79,,11459857.5390625,30908.6653260448
6947,TUOLUMNE WFU,2003-08-31 00:00:00+00:00,2003/11/07 00:00:00+00,1.0,7.0,1826.036,,11870833.2890625,17543.3558585616
6948,HWY26 #2,2003-08-31 00:00:00+00:00,2003/09/01 00:00:00+00,2.0,2.0,101.4241,,666539.80078125,4645.08661398018
6949,DARK,2003-08-31 00:00:00+00:00,2003/09/01 00:00:00+00,1.0,1.0,13.60757,,92863.80078125,1744.8268665538
6950,MUDD,2003-08-31 00:00:00+00:00,2003/10/27 00:00:00+00,1.0,2.0,4336.844,,28654113.0351562,39833.987994146
6951,WHIT,2003-08-31 00:00:00+00:00,2003/10/27 00:00:00+00,1.0,2.0,1003.49,,6619018.3203125,14139.7972286558
6952,CODFISH,2003-08-31 00:00:00+00:00,2003/09/10 00:00:00+00,1.0,,841.4244,,5660344.53515625,13724.0881398095
6953,BUTTE,2003-08-29 00:00:00+00:00,2003/08/29 00:00:00+00,14.0,1.0,36.24989,,253677.27734375,2349.64451790547
6954,DUNBAR,2003-08-29 00:00:00+00:00,2003/08/29 00:00:00+00,14.0,6.0,43.91949,,252545.46484375,2513.88470759907
6955,JUMP,2003-08-27 00:00:00+00:00,2003/09/18 00:00:00+00,1.0,1.0,4893.527,SANTA CLARA COMPLEX,31424684.6171875,27700.9696804968
6956,DEVIL,2003-08-27 00:00:00+00:00,2003/09/18 00:00:00+00,1.0,1.0,5444.272,SANTA CLARA COMPLEX,35056577.4921875,30696.4643575879
6957,PINE,2003-08-27 00:00:00+00:00,2003/09/18 00:00:00+00,1.0,1.0,175.8898,SANTA CLARA COMPLEX,1133204.83984375,4636.12876222629
6958,ANNIE,2003-08-27 00:00:00+00:00,2003/09/18 00:00:00+00,1.0,1.0,18210.4,SANTA CLARA COMPLEX,116454729.988281,70055.442947431
6959,200FIRE,2003-08-26 00:00:00+00:00,2003/08/26 00:00:00+00,1.0,6.0,72.3,,461386.25390625,2778.82299292716
6960,KINCAID,2003-08-26 00:00:00+00:00,2003/09/18 00:00:00+00,1.0,1.0,917.4308,SANTA CLARA COMPLEX,5900216.79296875,11093.7378817328
6961,LIGHTNING #28,2003-08-26 00:00:00+00:00,2003/08/26 00:00:00+00,2.0,1.0,87.01574,,563272.7265625,3915.81447104196
6962,LOS GATOS,2003-08-26 00:00:00+00:00,2003/08/26 00:00:00+00,1.0,1.0,107.663,,670854.33984375,4308.29034726884
6963,LIGHTNING #26,2003-08-26 00:00:00+00:00,2003/08/26 00:00:00+00,2.0,1.0,73.61822,,476485.16015625,3525.10903589511
6964,LIGHTNING #23,2003-08-26 00:00:00+00:00,2003/08/26 00:00:00+00,2.0,1.0,777.7275,,5041945.1796875,14892.6259989159
6965,PITTSBURG,2003-08-26 00:00:00+00:00,2003/08/26 00:00:00+00,1.0,1.0,298.2266,,1946242.3671875,8237.35567607636
6966,HAMILTON,2003-08-26 00:00:00+00:00,2003/09/18 00:00:00+00,1.0,1.0,631.9925,SANTA CLARA COMPLEX,4068378.69140625,9850.3969276369
6967,LIGHTNING #24,2003-08-26 00:00:00+00:00,2003/08/26 00:00:00+00,1.0,2.0,14.72549,,95659.25390625,1310.23716137333
6968,WHITEROCK,2003-08-26 00:00:00+00:00,2003/08/26 00:00:00+00,1.0,6.0,465.4741,,2985510.875,10155.2849754664
6969,COOPRSTOWN,2003-08-26 00:00:00+00:00,2003/08/27 00:00:00+00,14.0,8.0,2010.39,,13039610.515625,17842.5698873633
6970,SUMMIT,2003-08-25 00:00:00+00:00,2003/12/31 00:00:00+00,1.0,2.0,4761.22,,29667120.1914062,40921.5809839535
6971,SLIDE BLUF,2003-08-25 00:00:00+00:00,2003/12/31 00:00:00+00,1.0,7.0,32.74517,,207772.08203125,2288.21732723069
6972,MATHEWS,2003-08-23 00:00:00+00:00,2003/08/24 00:00:00+00,9.0,8.0,234.61,,1378260.44140625,5456.06229291298
6973,LOS ALAMOS,2003-08-23 00:00:00+00:00,2003/08/23 00:00:00+00,16.0,6.0,302.7944,,1817456.5625,8178.17761541126
6974,WEST KERN,2003-08-21 00:00:00+00:00,2003/12/15 00:00:00+00,1.0,2.0,7971.402,,49810465.375,52924.2634613888
6975,CANYON,2003-08-21 00:00:00+00:00,2003/08/21 00:00:00+00,1.0,8.0,15.38653,,92641.2734375,1451.99287511472
6976,MINE,2003-08-20 00:00:00+00:00,2003/08/21 00:00:00+00,14.0,8.0,14.22727,,100174.6796875,1414.82548577085
6977,BELL,2003-08-18 00:00:00+00:00,2003/08/19 00:00:00+00,7.0,1.0,102.2319,,702334.62109375,3970.88881846011
6978,LOCUST,2003-08-18 00:00:00+00:00,2003/08/22 00:00:00+00,14.0,8.0,1898.781,,11203726.0,19089.7002849819
6979,TONZI,2003-08-18 00:00:00+00:00,2003/08/18 00:00:00+00,10.0,1.0,99.11134,,654121.1328125,3506.6789868695
6980,BORDER#5,2003-08-17 00:00:00+00:00,2003/08/19 00:00:00+00,4.0,6.0,37.30086,,213229.25,2387.78174976315
6981,ROWHER,2003-08-17 00:00:00+00:00,2003/08/17 00:00:00+00,2.0,8.0,68.42754,,409069.39453125,3524.32220060435
6982,PITMAN,2003-08-15 00:00:00+00:00,2003/08/15 00:00:00+00,2.0,2.0,66.56636,,434306.1328125,2939.72654014811
6983,RIDGE,2003-08-15 00:00:00+00:00,2003/08/16 00:00:00+00,14.0,1.0,48.7096,,341011.81640625,3173.54840969864
6984,HW 36 / ISHI,2003-08-15 00:00:00+00:00,2003/08/15 00:00:00+00,14.0,8.0,23.0363,,160113.1171875,2239.59542159739
6985,BORDER#2,2003-08-13 00:00:00+00:00,2003/08/13 00:00:00+00,4.0,6.0,112.7066,,644501.6484375,5164.99077942535
6986,MCEWEN,2003-08-12 00:00:00+00:00,2003/08/13 00:00:00+00,2.0,1.0,100.3893,,655545.5390625,3723.92816291102
6987,KILLION,2003-08-12 00:00:00+00:00,2003/08/12 00:00:00+00,9.0,1.0,27.59347,,174099.5,2499.03090585065
6988,DEL VENTURI,2003-08-11 00:00:00+00:00,2003/08/13 00:00:00+00,9.0,8.0,705.3404,,4378384.80859375,9247.80821493099
6989,CHIMNEY,2003-08-10 00:00:00+00:00,2003/08/12 00:00:00+00,10.0,7.0,1109.835,,6716206.09375,12418.3292919307
6990,SHELL,2003-08-09 00:00:00+00:00,2003/08/09 00:00:00+00,2.0,1.0,37.43691,,244005.7265625,2191.5899525148
6991,BAR,2003-08-08 00:00:00+00:00,2003/08/08 00:00:00+00,9.0,6.0,28.70318,,175551.5625,1858.49703840168
6992,MIDDLE FIRE,2003-08-07 00:00:00+00:00,2003/08/08 00:00:00+00,2.0,8.0,329.0013,,1956053.41015625,6565.40606319028
6993,ELEPHANT,2003-08-06 00:00:00+00:00,2003/08/06 00:00:00+00,14.0,8.0,243.4415,,1516494.6328125,6670.23335581859
6994,MORGAN,2003-08-05 00:00:00+00:00,2003/08/05 00:00:00+00,1.0,2.0,144.2492,,964906.73828125,4970.42738226508
6995,HOOVER,2003-08-04 00:00:00+00:00,2003/08/11 00:00:00+00,1.0,6.0,168.9027,,1079835.9375,5349.71883131358
6996,SHOOTING,2003-08-03 00:00:00+00:00,2003/08/03 00:00:00+00,9.0,8.0,22.66387,,134805.109375,1565.90319645353
6997,WOOLEY,2003-08-02 00:00:00+00:00,2003/08/07 00:00:00+00,1.0,2.0,22.72387,,164037.64453125,2263.83629134947
6998,PANOCHE,2003-08-02 00:00:00+00:00,2003/08/02 00:00:00+00,1.0,1.0,84.03262,,528785.73046875,3492.76337915108
6999,SOUTH,2003-08-01 00:00:00+00:00,2003/08/02 00:00:00+00,1.0,8.0,35.50453,,214776.2578125,4050.74075562908
7000,COONEY,2003-07-31 00:00:00+00:00,2003/12/15 00:00:00+00,1.0,6.0,1928.406,,12053988.6875,18647.9986982159
7001,BARBER,2003-07-31 00:00:00+00:00,2003/08/04 00:00:00+00,1.0,8.0,1266.971,,9079611.65625,36668.9133312357
7002,CREED,2003-07-31 00:00:00+00:00,2003/07/31 00:00:00+00,9.0,1.0,32.96297,,213049.77734375,2253.22142452963
7003,DENNISON,2003-07-31 00:00:00+00:00,2003/09/23 00:00:00+00,1.0,2.0,4.51493,,28201.97265625,1116.16448130356
7004,WHISKEY,2003-07-31 00:00:00+00:00,2003/11/07 00:00:00+00,1.0,8.0,1041.117,,6769498.71484375,24719.074194174
7005,STRIKE,2003-07-30 00:00:00+00:00,2003/07/30 00:00:00+00,1.0,1.0,88.62248,,571673.48828125,3545.31090177785
7006,HALFWAY,2003-07-30 00:00:00+00:00,2003/08/01 00:00:00+00,1.0,6.0,34.27248,,211311.88671875,2601.94638686165
7007,BIRD_2,2003-07-30 00:00:00+00:00,2003/07/30 00:00:00+00,1.0,1.0,105.9245,,682881.20703125,3892.15456065758
7008,BUCKEYE,2003-07-30 00:00:00+00:00,2003/07/30 00:00:00+00,1.0,1.0,4.56472,,29433.578125,694.423155380075
7009,MIDWAY,2003-07-30 00:00:00+00:00,2003/07/30 00:00:00+00,1.0,8.0,54.30684,,329754.04296875,2940.68010786301
7010,LIGHTNING 55,2003-07-30 00:00:00+00:00,2003/07/31 00:00:00+00,1.0,1.0,18.37549,,130668.71484375,2197.54858261014
7011,CHINA,2003-07-30 00:00:00+00:00,2003/08/01 00:00:00+00,1.0,6.0,509.4702,,3121849.38671875,17672.478964761
7012,LITTLE,2003-07-30 00:00:00+00:00,2003/07/30 00:00:00+00,1.0,6.0,49.61662,,304234.2890625,2771.42623394777
7013,RATTLESNAKE,2003-07-29 00:00:00+00:00,2003/08/08 00:00:00+00,7.0,2.0,164.2367,,1126806.4609375,5978.61732670318
7014,JACALITOS,2003-07-29 00:00:00+00:00,2003/07/29 00:00:00+00,2.0,1.0,58.6041,,363791.01953125,2390.71879719056
7015,KIBBIE CMPLX WF,2003-07-29 00:00:00+00:00,2003/11/07 00:00:00+00,1.0,7.0,790.4635,,5161983.1953125,12255.9516256566
7016,GIANT,2003-07-29 00:00:00+00:00,2003/12/13 00:00:00+00,1.0,1.0,275.4718,,1731401.6953125,7194.11091318269
7017,BURGSON,2003-07-29 00:00:00+00:00,2003/08/26 00:00:00+00,1.0,6.0,19.18328,,126539.02734375,1630.25546660726
7018,KIBBIE CMPLX WFU,2003-07-29 00:00:00+00:00,2003/11/07 00:00:00+00,1.0,7.0,5570.187,,36415899.4140625,52453.8345609301
7019,MERCED,2003-07-28 00:00:00+00:00,2003/08/30 00:00:00+00,7.0,2.0,57.42621,,372292.61328125,3259.28521944903
7020,WILLIAMS,2003-07-28 00:00:00+00:00,2003/12/31 00:00:00+00,1.0,7.0,3472.12,,21905755.03125,30586.5435672961
7021,CORRECO,2003-07-27 00:00:00+00:00,2003/07/27 00:00:00+00,1.0,1.0,51.63148,,353627.04296875,2997.65391800115
7022,KELLY,2003-07-26 00:00:00+00:00,2003/07/26 00:00:00+00,2.0,6.0,5.998993,,39676.9296875,763.016247201716
7023,ALAMO,2003-07-26 00:00:00+00:00,2003/07/26 00:00:00+00,14.0,2.0,220.4149,,1323687.30859375,10454.4980305625
7024,ACKLEY,2003-07-26 00:00:00+00:00,2003/07/30 00:00:00+00,1.0,8.0,9599.021,,69834940.8515625,52434.0764362619
7025,PETE,2003-07-25 00:00:00+00:00,2003/07/28 00:00:00+00,1.0,8.0,29.62663,,207540.83984375,2646.89824648186
7026,STEEP,2003-07-25 00:00:00+00:00,2003/07/28 00:00:00+00,1.0,8.0,5.570854,,39010.19140625,745.938315373024
7027,CUTTER,2003-07-25 00:00:00+00:00,2003/07/25 00:00:00+00,10.0,1.0,102.0732,,682445.390625,4066.74652878441
7028,CANYON,2003-07-25 00:00:00+00:00,2003/07/29 00:00:00+00,14.0,8.0,4302.1,,25277949.9921875,29834.3254182718
7029,HAUSER,2003-07-24 00:00:00+00:00,2003/07/27 00:00:00+00,11.0,7.0,2038.864,,12196543.0351562,23554.6751830322
7030,POWERHOUSE,2003-07-24 00:00:00+00:00,2003/07/24 00:00:00+00,8.0,1.0,24.09627,,153537.3046875,1680.43395045086
7031,DODGE,2003-07-24 00:00:00+00:00,2003/07/24 00:00:00+00,1.0,8.0,40.16666,,285639.5234375,3991.14195205559
7032,COFFEEPOT,2003-07-24 00:00:00+00:00,2003/07/27 00:00:00+00,1.0,1.0,14.98248,,93809.15625,1613.13802091384
7033,SPANISH,2003-07-23 00:00:00+00:00,2003/07/23 00:00:00+00,2.0,8.0,23.42282,,141792.89453125,1734.89064748698
7034,SKEDADDLE,2003-07-23 00:00:00+00:00,2003/07/28 00:00:00+00,1.0,8.0,285.8354,,1998111.921875,8871.11649798362
7035,BASIN,2003-07-23 00:00:00+00:00,2003/07/28 00:00:00+00,9.0,8.0,940.867,,5747549.59375,18986.0475166181
7036,BRUBECK,2003-07-23 00:00:00+00:00,2003/07/24 00:00:00+00,1.0,8.0,41.54723,,292655.6796875,2737.38516432673
7037,GIRARD,2003-07-23 00:00:00+00:00,2003/07/25 00:00:00+00,1.0,8.0,11.64283,,83138.39453125,1384.72613721059
7038,VALLEY,2003-07-22 00:00:00+00:00,2003/07/24 00:00:00+00,1.0,8.0,135.2002,,964386.80859375,6237.86127892121
7039,SHINN,2003-07-22 00:00:00+00:00,2003/07/25 00:00:00+00,1.0,8.0,594.584,,4176914.0078125,12376.7912883669
7040,SMOKE,2003-07-21 00:00:00+00:00,2003/07/28 00:00:00+00,1.0,8.0,7784.184,,54863335.9101562,54569.7746267584
7041,RAM,2003-07-20 00:00:00+00:00,2003/07/24 00:00:00+00,1.0,8.0,182.7516,,1288170.203125,7667.99827632483
